userDonor,userReceiver,ticketId,timeTransaction
9acf23a1-d6e7-431f-8e59-467a10da59f9,562d6823-3ba7-4c40-9f06-bb17ae48dcdf,da0b63b6-aaf4-4961-9360-f30946f68580,Thu Oct 08 11:19:13 BST 2015
562d6823-3ba7-4c40-9f06-bb17ae48dcdf,9acf23a1-d6e7-431f-8e59-467a10da59f9,6e1033fb-3b6b-4293-835f-06c9522d27a6,Thu Oct 08 11:19:13 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,7aac4b09-78fe-4bf9-a97d-8d619747bc99,891e16fb-be21-4455-a68f-66f80c50d275,Thu Oct 08 11:19:13 BST 2015
7aac4b09-78fe-4bf9-a97d-8d619747bc99,9acf23a1-d6e7-431f-8e59-467a10da59f9,8a52557c-e32c-4978-bef8-1ce071ce4014,Thu Oct 08 11:19:13 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,5411ce02-d3a1-4289-8f9c-bfdefbc118ea,6002fb4b-556a-4283-955d-76823a20b7cb,Thu Oct 08 11:19:15 BST 2015
5411ce02-d3a1-4289-8f9c-bfdefbc118ea,9acf23a1-d6e7-431f-8e59-467a10da59f9,736815a4-b05b-4b3a-9b65-a2234b1f5e37,Thu Oct 08 11:19:15 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,6ed1fab1-be87-4c24-ab08-6bfe05b783ad,85ba4441-ed3a-4d0d-a2b0-53208e35c629,Thu Oct 08 11:19:16 BST 2015
6ed1fab1-be87-4c24-ab08-6bfe05b783ad,9acf23a1-d6e7-431f-8e59-467a10da59f9,506078b7-b441-4289-85e9-bff09aadbd1b,Thu Oct 08 11:19:16 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,0f0ffc53-47ef-414c-8899-c5eb6cf93ede,8a52557c-e32c-4978-bef8-1ce071ce4014,Thu Oct 08 11:19:19 BST 2015
0f0ffc53-47ef-414c-8899-c5eb6cf93ede,9acf23a1-d6e7-431f-8e59-467a10da59f9,c6ee2676-758e-4241-80b0-b76d1daab63d,Thu Oct 08 11:19:19 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,bc6f0c0c-d9b3-4229-bca5-f76dc4b3cafa,506078b7-b441-4289-85e9-bff09aadbd1b,Thu Oct 08 11:19:21 BST 2015
bc6f0c0c-d9b3-4229-bca5-f76dc4b3cafa,9acf23a1-d6e7-431f-8e59-467a10da59f9,c026acf5-1c00-4c76-9fba-50d57ebedb83,Thu Oct 08 11:19:21 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,bc6f0c0c-d9b3-4229-bca5-f76dc4b3cafa,6e1033fb-3b6b-4293-835f-06c9522d27a6,Thu Oct 08 11:19:24 BST 2015
bc6f0c0c-d9b3-4229-bca5-f76dc4b3cafa,9acf23a1-d6e7-431f-8e59-467a10da59f9,76634619-9240-4abd-b176-e4311f9d1b45,Thu Oct 08 11:19:24 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,bbe61b27-74a7-4c6d-99f6-77609dfdb925,736815a4-b05b-4b3a-9b65-a2234b1f5e37,Thu Oct 08 11:19:25 BST 2015
bbe61b27-74a7-4c6d-99f6-77609dfdb925,9acf23a1-d6e7-431f-8e59-467a10da59f9,46302fd8-8866-4c56-b965-5cd0a8230406,Thu Oct 08 11:19:25 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,5411ce02-d3a1-4289-8f9c-bfdefbc118ea,c6ee2676-758e-4241-80b0-b76d1daab63d,Thu Oct 08 11:19:29 BST 2015
5411ce02-d3a1-4289-8f9c-bfdefbc118ea,9acf23a1-d6e7-431f-8e59-467a10da59f9,7567a19a-e72b-4184-94e9-f3c2da620a8c,Thu Oct 08 11:19:29 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,cc908cba-904e-47c2-b9aa-d9465185eb07,c026acf5-1c00-4c76-9fba-50d57ebedb83,Thu Oct 08 11:19:30 BST 2015
cc908cba-904e-47c2-b9aa-d9465185eb07,9acf23a1-d6e7-431f-8e59-467a10da59f9,2ec101a4-f90b-4e9d-9335-6564c3732ae6,Thu Oct 08 11:19:30 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,73567527-97e2-4986-b239-0ecef5ed3745,76634619-9240-4abd-b176-e4311f9d1b45,Thu Oct 08 11:19:32 BST 2015
73567527-97e2-4986-b239-0ecef5ed3745,9acf23a1-d6e7-431f-8e59-467a10da59f9,bb0a881b-cca1-45d7-a370-666553780675,Thu Oct 08 11:19:32 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,a1fc5f8b-ef3c-48bf-bd59-a9c9bfea9b60,46302fd8-8866-4c56-b965-5cd0a8230406,Thu Oct 08 11:19:32 BST 2015
a1fc5f8b-ef3c-48bf-bd59-a9c9bfea9b60,9acf23a1-d6e7-431f-8e59-467a10da59f9,87f09877-9c10-4b7d-acde-e93fed81fe1f,Thu Oct 08 11:19:32 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,73567527-97e2-4986-b239-0ecef5ed3745,7567a19a-e72b-4184-94e9-f3c2da620a8c,Thu Oct 08 11:19:44 BST 2015
73567527-97e2-4986-b239-0ecef5ed3745,9acf23a1-d6e7-431f-8e59-467a10da59f9,fa17e7ed-9001-4b0d-8b9d-1720f27b234f,Thu Oct 08 11:19:44 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,6ed1fab1-be87-4c24-ab08-6bfe05b783ad,41aa06c3-c0a9-4d24-95cd-b636929a07dc,Thu Oct 08 11:19:49 BST 2015
6ed1fab1-be87-4c24-ab08-6bfe05b783ad,9acf23a1-d6e7-431f-8e59-467a10da59f9,cd0b0835-d139-46cb-9a49-40cdc7cef17e,Thu Oct 08 11:19:49 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,7aac4b09-78fe-4bf9-a97d-8d619747bc99,bb0a881b-cca1-45d7-a370-666553780675,Thu Oct 08 11:19:49 BST 2015
7aac4b09-78fe-4bf9-a97d-8d619747bc99,9acf23a1-d6e7-431f-8e59-467a10da59f9,4119f0ab-3766-44ad-8556-73ebd1bda9da,Thu Oct 08 11:19:49 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,e3775650-8013-4c33-abde-2c4f1d035b94,4119f0ab-3766-44ad-8556-73ebd1bda9da,Thu Oct 08 11:20:01 BST 2015
e3775650-8013-4c33-abde-2c4f1d035b94,9acf23a1-d6e7-431f-8e59-467a10da59f9,2c6f1a9f-67dd-47b7-9fc0-4331c58e822f,Thu Oct 08 11:20:01 BST 2015
0f0ffc53-47ef-414c-8899-c5eb6cf93ede,9acf23a1-d6e7-431f-8e59-467a10da59f9,594de906-2037-48e5-a71f-adc139793802,Thu Oct 08 11:21:34 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,0f0ffc53-47ef-414c-8899-c5eb6cf93ede,86dae8a4-ff99-4493-bccc-af8d9c3162b0,Thu Oct 08 11:21:34 BST 2015
9acf23a1-d6e7-431f-8e59-467a10da59f9,0f0ffc53-47ef-414c-8899-c5eb6cf93ede,594de906-2037-48e5-a71f-adc139793802,Thu Oct 08 11:21:40 BST 2015
0f0ffc53-47ef-414c-8899-c5eb6cf93ede,9acf23a1-d6e7-431f-8e59-467a10da59f9,727cae5e-7730-46f0-a70a-e04aa8f07a9e,Thu Oct 08 11:21:40 BST 2015
